"build_time_min","deploy_time_min","commit_size_loc","num_bugs","test_coverage_pct","ticket_resolution_h","team","module","priority","deploy_status"
18.06,16.37,88,5,81.6,2.09,"Delta","test","baja","success"
25,11.49,94,3,75,41.33,"Beta","infra","alta","success"
34.81,16.11,81,3,63.7,6.89,"Alpha","ui","media","failed"
14.03,20.31,83,2,36.6,5.8,"Gamma","infra","alta","rolled_back"
47.9,8.84,92,8,80.1,5.6,"Beta","infra","alta","failed"
30.71,19.33,81,1,100,17.2,"Alpha","infra","media","failed"
102.16,9.48,78,4,79.4,11.11,"Alpha","auth","media","success"
36.72,30.92,107,2,82.1,2.36,"Alpha","ui","baja","success"
8.46,9.59,101,NA,88.6,17.63,"Alpha","api","alta","success"
37.29,6.53,80,1,48.3,25.49,"Alpha","auth","crítica","rolled_back"
24.45,16.93,76,4,NA,5.02,"Beta","auth","baja","rolled_back"
9.4,18.2,77,3,39.2,5.26,"Beta","db","media","success"
61.91,14.33,77,2,71.8,3.22,"Delta","db","alta","success"
24.79,16.05,100,2,92,18.99,"Delta","ui","media","success"
10.71,10.18,87,4,92.8,10.96,"Delta","auth","media","success"
42.1,15.46,90,0,37.9,27.34,"Beta","api","alta","rolled_back"
46.92,37.95,95,3,71.9,7.56,"Beta","infra","baja","success"
24.46,27.19,89,4,67.8,5.36,"Gamma","db","media","success"
68.38,35.29,80,1,63.5,29.71,"Gamma","auth","baja","success"
25.35,8.83,76,7,73.9,27.64,"Alfa","api","baja","success"
24.79,14.54,93,3,84.4,NA,"Alpha","api","baja","rolled_back"
46.01,6.15,97,2,79.4,3.15,"Gamma","test","alta","rolled_back"
48.25,32.2,91,4,99.7,4.53,"Alpha","test","baja","success"
168.23,10.88,83,6,61,0.95,"Alpha","api","media","success"
21.62,12.45,76,1,64.7,4.25,"Beta","api","media","failed"
38.31,13.54,82,2,66.8,4.06,"BETA","api","alta","success"
47.71,28.76,73,3,89.3,4.75,"Alpha","ui","crítica","success"
13.99,7.41,77,6,77.9,NA,"Alpha","ui","alta","rolled_back"
8.66,23.2,80,2,83.9,12.42,"Delta","auth","media","failed"
23.17,11.55,89,3,82.3,3.38,"Alpha","api","media","success"
174.68,20.07,71,3,93,3.5,"Alpha","api","baja","rolled_back"
22.79,14.3,69,4,41.6,9.18,"Beta","api","alta","failed"
35.46,18.64,98,5,88,6.73,"Delta","auth","media","success"
66.04,25.62,87,2,68.4,5.08,"Alpha","auth","alta","success"
36.86,8.14,84,4,95,3.79,"Beta","ui","alta","failed"
61.48,4.59,77,2,73.3,3.51,"Delta","api","baja","success"
20.95,13.62,90,2,84.8,21.38,"Beta","auth","media","rolled_back"
48.42,10.1,84,2,97.6,29.16,"Alpha","api","crítica","success"
13.95,34.55,75,2,53.2,9.45,"Alpha","infra","baja","success"
60.68,10.87,86,1,69,21.28,"Beta","api","crítica","rolled_back"
17.67,20.66,82,3,41.8,5.46,"Beta","test","baja","success"
49.13,6.04,78,2,86.5,2.84,"Gamma","test","baja","success"
51.79,18.84,95,5,84,21.67,"Delta","api","alta","success"
23.85,42.78,82,4,71.5,11.1,"Gamma","api","alta","success"
78.6,17.5,86,3,73.2,3.62,"Gamma","api","crítica","success"
26.36,16.71,98,3,63.9,6.86,"Gamma","infra","media","success"
121.39,18.46,87,4,68.2,3.83,"Gamma","api","crítica","rolled_back"
10.74,8.11,73,2,69.3,18.1,"Alpha","ui","media","rolled_back"
19.24,6.45,77,1,87.1,56.13,"Beta","infra","baja","success"
47.67,18.49,74,1,92.5,24.86,"Delta","api","alta","success"
54.65,15.95,79,2,72.9,5.24,"Alpha","api","baja","success"
41.92,7.99,79,8,90.9,9.17,"Delta","db","crítica","success"
51.06,6.79,87,5,90.2,17.91,"Gamma","api","baja","success"
59.38,9.7,85,6,71,5.05,"Delta","api","media","failed"
10.29,6.81,73,1,63.4,2.42,"Delta","api","alta","failed"
116.44,29.16,94,7,58.1,14.45,"Gamma","auth","baja","success"
22.83,6.83,93,3,80.5,9.46,"Beta","api","crítica","success"
50.51,21.41,95,0,74.5,6.87,"Beta","auth","media","rolled_back"
24.04,43.4,81,4,65.8,23.85,"Gamma","test","media","success"
63.67,57.62,84,2,81.6,10.48,"Beta","api","media","failed"
25.42,67.11,82,2,85.4,2.01,"Beta","auth","media","rolled_back"
31.02,26.82,83,1,50.3,3.88,"Alpha","auth","media","success"
56.9,27.72,85,2,76.4,10.93,"Alpha","api","baja","success"
150.11,14.39,99,6,62.1,10.87,"Alpha","ui","media","success"
25.53,8.67,99,4,81.3,3.01,"Alpha","auth","media","success"
61.45,17.29,88,4,81,2.9,"Alpha","api","alta","success"
17.69,15.68,90,1,55,9.99,"Gamma","db","media","rolled_back"
56.5,32.15,77,0,53.9,41.2,"Delta","api","crítica","failed"
22.53,16.52,86,5,65.6,11.74,"Alpha","ui","baja","success"
64.14,11.7,106,3,96.4,18.43,"Alpha","api","alta","rolled_back"
53.16,16.48,70,2,75.1,2.51,"Gamma","api","baja","failed"
71.34,26.84,74,3,41.6,3.32,"Gamma","api","alta","success"
26.49,13.27,89,3,61.4,14.02,"Gamma","auth","baja","success"
28.96,7.77,85,3,82.5,49.91,"Beta","auth","crítica","failed"
23.2,9.91,NA,2,58,10.65,"Alpha","db","alta","rolled_back"
18.09,7.95,80,2,61.4,16.85,"Beta","infra","alta","success"
16.43,54.97,90,3,61.6,12.62,"Beta","db","media","success"
15.86,48.29,90,3,53.4,17.11,"Delta","Auth","media","rolled_back"
68.22,NA,84,6,76.9,17.14,"Alpha","ui","baja","failed"
10.55,10.61,84,0,58.3,2.29,"Beta","ui","alta","failed"
16.99,24.09,91,4,77.4,2.39,"Gamma","db","crítica","success"
26.04,34.77,78,4,78,5.09,"Delta","db","alta","rolled_back"
56.6,24.6,88,3,88.6,13.12,"Beta","test","baja","success"
9.25,27.74,80,5,49.1,3.29,"Beta","auth","crítica","success"
60.03,4.17,74,2,69,3.17,"Gamma","db","crítica","success"
28.97,10.39,78,1,64.1,2.57,"Alpha","auth","alta","success"
40.45,8.6,54,4,76.3,6.25,"Alpha","api","media","success"
21.81,15.53,83,2,100,1.57,"Alpha","ui","alta","success"
26.49,5.55,109,2,73.8,0.76,"Beta","auth","media","rolled_back"
50.17,26.34,67,6,72.8,20.4,"Beta","ui","baja","rolled_back"
41.23,17.59,95,1,53.1,4.41,"Gamma","auth","media","success"
24.88,33.21,86,3,68.7,11.73,"Alpha","test","baja","success"
13.01,6.15,90,2,61.6,7.27,"Delta","ui","alta","success"
63.64,49.02,73,4,85.2,17.66,"Gamma","api","baja","success"
40.17,45.77,102,1,NA,10.06,"Alpha","auth","media","success"
6.83,9.81,76,5,75.9,6.74,"Gamma","api","alta","success"
9.63,51.33,103,6,79.3,44.32,"Beta","auth","media","success"
18.33,39.87,80,1,74.5,1.65,"Beta","auth","media","rolled_back"
32.5,22.56,98,5,60.8,7.75,"Beta",NA,"alta","success"
9.86,23.33,82,2,62.7,17.45,"Beta","infra","baja","success"
37.41,20.56,76,2,65.7,NA,"Alpha","auth","media","success"
37.13,16.68,114,3,44.2,5.14,"Alpha","api","baja","rolled_back"
60.78,27.12,65,4,67.9,11.87,"Gamma","ui","alta","success"
49.14,29.08,97,4,86.8,2.51,"Alpha","db","media","rolled_back"
43.01,10.15,82,3,54.8,5.28,"Beta","db","baja","success"
41.21,14.15,70,2,80.4,11.22,"Alpha","api","baja","failed"
96.23,26.72,93,1,78,14.07,"Gamma","test","baja","rolled_back"
47.14,22,80,4,86.4,12.35,"Gamma","api","crítica","success"
44.9,22.34,80,2,69.9,3.35,"Beta","db","media","rolled_back"
9.31,8.86,70,2,NA,6.09,"Delta","auth","baja","success"
52.5,9.79,69,2,100,3.9,"Beta","ui","media","success"
25.42,25.16,85,4,76.5,10.05,"Gamma","api","media","success"
22.4,7.38,98,4,NA,4.59,"Delta","test","baja","success"
NA,23.17,64,3,76,5.18,"Beta","auth","media","success"
41.06,25.19,73,4,76.2,3.24,"Delta","ui","alta","success"
118.13,47.06,78,6,76.9,18.89,"Alpha","db","media","success"
61.42,15.9,75,2,100,6.91,"Beta","infra","baja","rolled_back"
29.39,9.75,88,5,82.8,2.58,"Gamma",NA,"alta","rolled_back"
54.08,10.66,95,3,72.9,1.71,"Delta","api","baja","success"
40.92,27.11,93,1,100,4.04,"Beta","api","media",NA
42.27,15.4,80,0,62.1,3.51,"Beta","test","alta","success"
13.47,39.21,85,4,87.1,9.78,"Beta","test","crítica","success"
26.95,22.55,69,4,NA,3.84,"Gamma","db","media","failed"
66.36,16.63,84,3,61.6,7.43,"Gamma","infra","media","rolled_back"
139.15,56.59,83,3,84.9,11.71,"Gamma","ui","alta","success"
17.36,32.76,94,4,66,12.33,"Alpha","infra","alta","success"
37.75,23.78,70,1,56.4,20,"Alpha","infra","alta","failed"
31.93,28.05,101,3,NA,11.2,"Beta","db","baja","success"
85.79,18.59,102,2,58.5,8.74,"Gamma","db","alta","success"
29.36,13.6,88,5,46.4,7.46,"Alpha","api","alta","success"
23.2,85.68,97,2,60.8,6.21,"Delta","infra","baja","failed"
25.52,12.06,75,1,68.7,10.87,"Alpha","db","baja","success"
5.79,6.24,84,1,78.7,7.15,"Delta","ui","media","success"
82.97,13.56,73,5,65.7,16.13,"Beta","auth","media","failed"
87.78,27.08,82,2,65,2.59,"Alpha","api","media","failed"
18.8,5.07,75,6,61.8,8.02,"Gamma","db","crítica","rolled_back"
67.19,23.46,78,3,100,1.63,"Beta","auth","media","success"
62.88,15.07,83,5,56.3,6.89,"Beta","infra","media","success"
11.1,31.53,90,2,88,5.3,"Alpha","ui","baja","failed"
7.76,11.15,108,2,52.5,4.66,"Alpha","ui","baja","success"
48.07,26.78,104,2,62.6,3.92,"Delta","api","alta","success"
11.85,7.43,101,1,87.8,60.29,"Gamma","db","alta","success"
48,11.08,86,2,63.9,10.15,"Alpha","api","baja","success"
17.49,7.03,67,3,56,NA,"Beta","db","baja","rolled_back"
13.51,14.81,69,6,61.2,13.34,"Alpha","auth","alta","success"
84.26,17.75,79,3,86.4,12.66,"Beta","ui","alta","success"
39.61,30.02,87,4,85.3,6.98,"Delta","infra","alta","success"
24.43,19.22,74,NA,60,11.49,"Gamma","auth","baja","success"
23.13,38.25,93,4,96.2,4.21,"Gamma","ui","baja","success"
41.47,12.22,83,3,97.1,22.25,"Alfa","db","alta","success"
49.32,11.75,83,4,66.6,7.14,"Alpha","api","media","success"
61.38,NA,81,1,92,6.5,"Beta","db","alta","success"
47.06,19.51,95,5,49.1,17.28,"Alpha","auth","baja","success"
11.39,23.19,72,4,90.4,15.84,"Alpha","ui","crítica","failed"
11.45,11.64,96,2,70.8,9.18,"Beta","ui","baja","success"
18.77,39.53,79,5,95.1,4.09,"Gamma","api","crítica","success"
101.19,34.35,93,2,84.9,7.11,"Beta","api","alta","success"
50.36,47.96,89,4,72.4,0.79,"Alpha","auth","media","success"
68.91,53.61,95,1,73.1,5.32,"Delta","db","baja","success"
33.83,10.11,80,0,66.5,10.33,"Gamma","ui","media","failed"
63.99,13.1,79,2,66,24.17,"Beta","ui","media","success"
16.07,8.34,100,0,66.1,37.98,"Gamma","api","baja","success"
35.73,6.39,91,4,70.7,16.72,"Beta","ui","media","failed"
85.54,30.79,NA,1,70.7,11.02,"Gamma","infra","alta","failed"
14.26,36.14,91,3,NA,19.46,"Gamma","ui","crítica","rolled_back"
100.83,12.23,84,3,62.3,29.85,"Gamma","auth","media","success"
40.23,20.51,88,2,96.2,5.63,"Beta","auth","alta","success"
63.59,21.8,73,2,79.5,2.13,"Delta","test","alta","success"
27.83,6.56,80,2,75.7,6.77,"Gamma","infra","media","success"
50.37,14.77,79,4,44.4,8.21,"Gamma","db","crítica","success"
40.3,18.22,82,1,86.5,22.34,"Beta","auth","alta","rolled_back"
19.79,19,86,3,53.2,3.33,"Alpha","auth","media","rolled_back"
20.68,19.01,98,4,65.5,4.86,"Alpha","auth","crítica","success"
35.37,15.21,91,2,58.8,12.56,"Gamma","db","baja","success"
51.59,23.34,77,7,82.5,32.38,"Alpha","ui","alta","rolled_back"
69.54,15.5,79,5,61.5,4.66,"Alpha","ui","media","success"
34.24,12.22,82,5,68.3,8.89,"Beta","api","alta","success"
30.36,14.69,86,1,84.1,8.36,"Delta","api","alta","rolled_back"
31.97,2.25,93,5,61.7,9.25,"Beta","infra","media","success"
36.02,39.04,85,5,80.6,4.05,"Delta","ui","alta","failed"
34.35,14.49,76,4,84.9,3.08,"Gamma","api","media","success"
37.63,13.43,107,3,44.9,10.22,"Beta","infra","baja","success"
38.17,15.5,80,4,60.4,2.43,"Delta","infra","media","success"
31.52,26.08,100,1,72.8,7.3,"Beta","db","baja","rolled_back"
13.87,4.83,78,3,86,4.41,"Gamma","db","alta","failed"
33.83,16.14,77,3,60.1,9.44,"Gamma","test","baja","failed"
39.16,7.72,88,1,92.8,9.5,"Beta","api","media","success"
105.95,17.29,91,7,56.1,3.76,"Gamma","infra","media","rolled_back"
31.48,7.09,75,3,82.2,9.75,"Alpha","infra","alta","failed"
18.64,14.18,90,4,99.9,11.19,"Gamma","auth","crítica","failed"
6.64,10,101,5,53.5,3.68,"Gamma","ui","media","success"
32.74,20.29,84,5,72.6,53.96,"Beta","infra","media","success"
6.22,11.09,78,1,87.7,15.38,"Gamma","api","alta","success"
16.65,13.13,77,3,44.2,10.66,"Alpha","test","baja","success"
8.32,7.81,85,5,80.5,15.35,"Alpha","ui","media","rolled_back"
26.6,13.78,78,4,69.7,3.58,"Alpha","auth","baja","rolled_back"
62.94,26.72,81,3,75.2,19.55,"Alpha","auth","alta","failed"
58.05,10.84,95,2,49.1,13.46,"Alpha","auth","media","success"
16.75,13.57,94,3,71.2,5.63,"Alpha","api","crítica","success"
41.19,10.64,85,4,80.6,8.96,"Delta","infra","crítica","failed"
20.12,31.66,92,3,85.5,3.64,"Alpha","ui","media","rolled_back"
53.72,18.31,85,2,50.9,NA,"Alpha","auth","media","success"
23.74,9.43,68,1,79.5,40.17,"Alpha","auth","baja","success"
49.93,16.24,91,4,58.6,2.07,"Gamma","auth","alta","failed"
17.69,8.22,79,3,65.5,2.19,"Gamma","test","baja","failed"
36.83,24.89,80,2,100,22.73,"Beta","auth","alta","failed"
18.18,39.83,84,2,76.5,13.05,"Gamma","auth","alta","failed"
24.05,8.78,84,4,63.5,6.79,"Delta","auth","baja","success"
63.13,10.69,88,0,74.3,3.32,"Gamma","auth","alta","success"
92.78,7.12,72,3,NA,10.66,"Alpha","api","alta","success"
35.09,12.19,82,2,61.2,7.23,"Alpha","ui","media","success"
50.83,23.06,65,2,83.9,1.18,"Delta",NA,"baja","failed"
56.8,11.55,98,5,67.1,3.42,"Beta","db","crítica","failed"
20.02,5.43,86,0,70.2,2.83,"Gamma","ui","alta","failed"
13.23,9.97,70,3,79.1,12.01,"Beta","auth","baja","success"
44.04,4.96,88,2,67.6,9.34,"Alpha","api","media","failed"
34.77,NA,92,1,71.6,10.84,"Gamma","ui","media","success"
35.49,8.79,87,0,59.9,3.12,"Beta","api","media","success"
26.82,5.51,86,6,77.3,7.15,"Beta","ui","media","success"
11.87,23.82,91,3,63.7,4.31,"Beta","auth","crítica","failed"
91.85,11.53,89,2,91.6,10.38,"Delta","ui","baja","success"
26.66,18.51,80,2,76.1,16.75,"Gamma","infra","media","failed"
63.77,20.08,97,5,67.1,37.55,"Beta","api","alta","success"
19.95,26.57,94,3,72.3,13.39,"Delta","api","media","success"
49.47,26.9,76,3,77.6,4.84,"Delta","ui","alta","failed"
27.73,12.27,89,6,65,10.42,"Alpha","db",NA,"success"
53.67,4.55,92,2,86.3,13.86,"Alpha","test","baja","success"
NA,10.37,72,3,57,5.08,"Delta","db","baja","success"
42.64,9.35,85,1,77.8,12.51,"Gamma","api","alta","success"
23.55,8.01,102,1,89.1,1.84,"Gamma","infra","baja","success"
25.76,11.16,93,3,70.6,23.3,"Beta","auth","crítica","success"
25.7,15.68,81,3,78.8,16.2,"Gamma","api","media","success"
24.16,13.66,73,6,93.8,5.96,"Gamma","api","baja","success"
30.33,6.95,68,0,58.3,1.87,"Alpha","test","alta","success"
31.41,19.56,89,4,82.8,4.97,"Alpha","auth","media","success"
51.97,14.47,75,4,95.4,5.8,"Gamma","api","crítica","failed"
38.19,27.73,99,NA,80,3.18,"Gamma","api","alta","success"
21.71,NA,81,1,98.2,8.2,"Alpha","ui","baja","success"
47.76,16.06,93,4,72.8,10.9,"Alpha","test","media","failed"
47.22,14.42,88,0,65.8,13.19,"Alpha","api","baja","failed"
26.27,10.26,98,2,42.8,4.08,"Gamma","infra","media","success"
41.81,7.12,76,5,67,NA,"Beta","db","baja","success"
33.5,19.19,86,7,69,4.48,"Beta","api","alta","rolled_back"
28.57,15.34,83,6,43,6.85,"Delta","db","crítica","rolled_back"
24.63,20.42,87,3,74.6,22.55,"Gamma","auth","alta","success"
16.57,18.04,84,3,90.8,9.48,"Beta","auth","media","failed"
25.45,12.9,109,1,70.1,30.75,"Delta","auth","media","success"
21.78,68.81,88,5,84.1,2.32,"Beta","ui","alta","rolled_back"
19.37,17.62,79,1,85,5.22,"Delta","test","crítica","rolled_back"
32.92,20.75,89,3,78.6,7.71,"Delta","api","media","success"
33.68,13.79,71,5,64.8,4.07,"Beta","db","media","rolled_back"
56.95,20.4,84,2,87.6,2.18,"Delta","ui","media","success"
36.01,16.47,84,7,65.8,31.61,"Beta","api","alta","success"
55.08,7.2,84,4,66.1,4.23,"Alpha","api","baja","success"
23.25,16.41,92,4,76.8,NA,"Beta","auth","crítica","rolled_back"
9.22,19.46,91,3,98.1,5.72,"Alpha","ui","alta","success"
59.65,14.65,93,1,76.3,12.13,"Beta","ui","baja","failed"
9.19,21.42,94,3,50.4,6.78,"Beta","db","baja","success"
66.7,8.3,84,7,71.8,6.65,"Gamma","infra","baja","failed"
25.81,17.7,88,3,87.9,3.1,"Beta","api","baja","failed"
77.3,15.93,83,3,98.4,12.37,"Alpha","auth","baja","success"
50.43,7.03,85,4,75,16.01,"Gamma","ui","baja","failed"
16.31,13.98,78,3,68.1,4.38,"Beta","test","baja","failed"
32.23,37.15,85,3,81.5,18.37,"Alpha","api","media","failed"
NA,24.76,79,3,49.8,7.37,"Gamma","ui","alta","success"
5.81,16.28,93,5,24.9,16.96,"Alpha","auth","media","failed"
74.44,23.04,70,1,88.1,3.85,"Beta","ui","media","failed"
30.46,11.22,83,6,72.6,2.12,"Alpha","ui","baja","success"
38.63,9.94,80,4,91,7.19,"Alpha","auth","alta","success"
10.89,7.14,93,3,67.8,29.53,"Alpha","ui","alta","success"
43.16,11.51,65,5,53.1,2.71,"Alpha","db","media","success"
19.44,9.97,77,6,82.1,7.75,"Alpha","api","alta","failed"
30.15,21.3,95,2,NA,5.64,"Delta","test","alta","success"
14.49,20.51,89,4,78.7,21.91,"Gamma","infra","baja","success"
39.87,26.46,88,4,82.7,3.48,"Gamma","test","media","rolled_back"
31.83,12.21,88,2,70.1,5.33,"Gamma","api","crítica","rolled_back"
35.67,81.86,76,5,68.3,6.11,"Alpha","test","alta","rolled_back"
231.79,24.03,84,1,57.6,3.76,NA,"api","media","success"
36.18,14.46,73,1,81.5,8.45,"Delta","db","baja","success"
22.3,11.38,87,2,84.7,4.87,"Beta","api","crítica","failed"
32.89,17.64,85,4,67.7,14.47,"Beta","ui","media","success"
11.31,24.9,90,3,51.4,19.86,"Delta","auth","baja","success"
34.11,7.64,93,4,77.6,8.48,"Beta","auth","alta","failed"
18.61,44.88,95,2,85.7,10.02,"Gamma","infra","crítica","rolled_back"
NA,28.26,68,3,77.5,4.79,"Alpha","infra","media","success"
65.77,11.23,91,5,55.9,9.65,"Gamma","api","alta","success"
28.85,10.72,89,6,63.2,3.71,"Beta","infra","media","rolled_back"
42.63,24.4,84,3,90,1.12,"Delta","db","baja","success"
37.01,22.68,62,4,50.9,143.79,"Delta","api","alta","success"
155.75,20.99,91,1,99.6,12.43,"Alpha","infra","crítica","success"
84.01,8.16,87,1,80.1,23.09,"Beta","api","alta","failed"
42.83,15.46,77,5,58.3,2.48,"Alpha","test","alta","success"
13.9,16.88,80,3,96.3,6.52,"Delta","db","alta","success"
128.69,26.57,78,5,69.7,4.67,"Alpha","auth","media","success"
71.78,16.29,87,4,63.6,12.9,"Gamma","api","media","success"
31.41,24.85,83,2,85.4,4.13,"Beta","ui","media","success"
28.48,19.52,107,4,79,3.89,"Beta","db","baja","success"
NA,16.35,73,4,NA,3.06,"Beta","ui","alta","success"
35.99,14.85,91,3,77.7,3.68,"Alpha","db","media","rolled_back"
79.19,61.09,104,3,71.4,13.1,"Alpha","auth","alta","failed"
17.99,31.44,54,3,69.6,33.44,"Beta","api","crítica","success"
26.28,9.08,76,6,74.5,6.12,"Beta","infra","baja","success"
39.77,8.33,84,3,48,1.41,"Gamma","db","baja","rolled_back"
59.86,5.71,73,3,77.6,9.04,"Alpha","db","alta","success"
33.28,13.95,81,1,59.7,1.85,"Delta","infra","alta","success"
55.25,7.89,88,6,66.4,4.67,"Delta","auth","baja","success"
14.85,20.05,93,3,57.4,2.2,"Alpha","ui","alta","failed"
38.49,10.05,87,3,55.9,14.45,"Gamma","ui","baja","success"
55.37,9.81,85,2,53.2,5.55,"Gamma","db","media","success"
15.36,6.48,102,2,84.7,12.53,"Gamma","api","crítica","success"
9.13,24.88,94,5,100,1.9,"Alpha","auth","media","success"
14.93,9.33,79,3,80.1,26.15,"Gamma","db","crítica","success"
40.52,31.24,95,4,65.9,7.27,"Gamma","db","baja","failed"
20.97,20.68,81,2,62.2,10.75,"Alpha","ui","baja","success"
35.18,29.5,80,2,44.3,5.03,NA,"infra","alta","failed"
23.56,26.6,76,3,62.3,11.27,"Alpha","auth","media","success"
8.11,12.9,86,3,85.1,14.32,"Alpha","infra","alta","success"
8.17,13.85,92,6,88.1,11.26,"Gamma","auth","media","success"
12.56,19.44,64,3,66.9,3.03,"Delta","api","media","failed"
18.58,21.78,86,3,93.3,6.32,"Alpha","auth","media","success"
31.02,24.29,77,5,43.1,NA,"Gamma","Auth","crítica","rolled_back"
8.56,26.8,77,3,71,1.45,"Beta","test","alta","success"
83.61,14.27,74,3,56.3,15.64,"Beta","api","media","failed"
5.65,19.16,76,3,76.7,11.28,"Alpha","api","media","failed"
37.31,28.58,93,3,73,4.45,"Beta","ui","alta","success"
10.96,24.79,95,5,82.4,2.4,"Alpha","db","crítica","success"
70.38,14.07,79,2,88.6,2.92,"Beta","db","baja","rolled_back"
43.06,12.57,106,3,100,5.22,"Delta","infra","crítica","failed"
37.61,18.47,82,0,65.1,20.23,"Gamma","test","crítica","success"
24.77,47.82,78,3,84.2,9.57,"Beta","auth","baja","success"
148.91,11.23,88,1,86.6,9.35,"Gamma","ui","alta","success"
18.75,7.9,71,2,60.9,3,"Delta","ui","alta","success"
42.25,19.47,85,6,78.8,29.46,"Beta","test","crítica","success"
33,6.11,103,4,75.4,3.64,"Gamma","infra","alta","success"
131.1,13.99,99,5,68.8,9.34,"Delta","api","media","rolled_back"
19.64,25.41,76,2,66.5,20.79,"Beta","ui","baja","success"
89.52,21.3,95,3,52.8,3.87,"Gamma","api","media","success"
36.19,12.48,79,3,82.7,2.96,"Delta","test","alta","success"
28.51,29.55,85,1,70.1,7.7,"Beta","test","media","success"
101.79,41.51,84,2,68.4,3.75,"Alpha","api","alta","success"
88.28,24.74,88,2,68.5,7.41,"Delta","api","media","success"
21.66,11.47,102,4,73.1,14.47,"Alpha","api","media","success"
23.27,37.67,78,3,74,3.11,"Alpha","ui","baja","success"
15.19,6.97,77,4,61.7,4.47,"Gamma","api","media","failed"
25.07,14.73,85,4,76.9,121.99,"Beta","ui","media","failed"
23.13,38.51,99,2,NA,4.7,"Beta","db","alta","success"
35.88,12.85,101,3,86.5,12.56,"Gamma","ui","alta","success"
66.57,28.26,84,3,62.6,16.03,"Gamma","auth","alta","success"
30.3,90.81,74,3,73.7,23.24,"Alpha","infra","media","success"
39.33,8.79,84,7,65.2,37.4,"Gamma","api","baja","success"
12.78,10.96,85,0,82,36.11,"Delta","test","baja","rolled_back"
12.6,13.19,77,3,84.7,9.52,"Beta","api","alta","failed"
20.95,12.83,87,0,69.8,1.13,"Alpha","infra","alta","success"
55.8,27.34,85,NA,56.6,1.56,"Alpha","api","media","failed"
NA,10.42,79,2,60.1,16.98,"Alpha","test","media","success"
155.87,14.46,82,2,81.5,19.75,"Alpha",NA,"alta","failed"
43.2,11.44,76,2,83.4,9.19,"Delta","auth","media","rolled_back"
43.31,10.98,71,6,69.9,5.58,"Beta","db","baja","failed"
15.67,13.81,82,2,52.5,6.98,"Alpha","ui","media","success"
23.9,13.48,95,3,80.5,12.1,"Gamma","test","media","rolled_back"
42.32,10.61,80,5,78,11.42,"Delta","infra","media","success"
NA,26.35,86,2,60,12.59,"Alpha","api","media","failed"
61.25,6.88,96,2,51.4,2.97,"Gamma","auth","baja","success"
28.37,7.1,97,3,76.8,4.36,"Delta","api","baja","success"
52.55,41.98,85,1,76.8,3.94,"Alpha","ui","baja","success"
74.62,15.1,73,4,88.8,7.66,"Alpha","api","baja","success"
58.85,28.71,87,5,78.7,5.73,"Beta","api","alta","rolled_back"
47.24,8.54,67,6,83.1,4.84,"Delta","api","media","success"
36.52,22.42,74,3,61.5,24.11,"Delta","infra","baja","success"
23.39,30.49,79,1,50,10.56,"Gamma","auth","crítica","success"
6.06,10.21,77,1,66,4.26,"Delta","ui","media","failed"
61.75,8.26,84,3,82.6,18.08,"Delta","test","media","rolled_back"
124.32,15.1,89,1,52.5,7.97,"Gamma","db","alta","success"
29.57,22.19,82,3,63.6,2.58,"Gamma","auth","baja","failed"
87.92,5.75,70,9,65.4,4.86,"Delta","db","baja","success"
11.44,23.18,86,1,91,11.99,"Gamma","api","baja","success"
11.52,16.8,89,0,70.5,6.78,"Beta","auth","baja","success"
32.61,NA,83,2,76.6,14.02,"Alpha","api","baja","success"
38.32,10.87,92,2,72.1,26.55,"Alpha","infra","crítica","success"
41.14,9.72,97,1,NA,0.76,"Beta","ui","alta","success"
21.74,20.63,81,4,97.3,4.73,"Beta","ui","alta","rolled_back"
211.82,9.48,100,1,82.2,3.41,"Alpha","test","media","failed"
18.05,21.54,84,3,73.8,21.75,"Alpha","api","baja","success"
19.57,10.04,80,6,65.1,6.12,"Gamma","ui","media","failed"
56.31,10.24,81,7,NA,2.74,NA,"api","alta","success"
40.33,11.7,85,6,69.4,19.68,"Gamma","api","baja","success"
5.94,36.41,85,2,58.3,8.84,"Delta","api","media","success"
47.96,22.74,68,5,67.7,10.05,"Alpha","ui","baja","success"
31.39,16.17,85,4,76.9,3.23,"Alpha","test","media","success"
37.75,14.4,85,4,78.4,6.45,"Alpha",NA,"alta","failed"
42.42,11.04,80,3,100,21.62,"Beta","api","alta","success"
39.86,12.89,80,2,56,5.02,"Alpha","infra","media","success"
34.83,6.39,83,4,51.2,3.98,"Alpha","auth","baja","success"
22.38,10.86,99,0,62.9,10.17,"Gamma","infra","media","success"
49.95,37.23,88,4,73.7,12.55,"Delta","db","baja","success"
204.63,29.79,92,3,77.1,19.11,"Beta","auth","baja","rolled_back"
28.24,11.8,98,3,48.2,2.04,"Alpha","infra","crítica","success"
56.51,16.01,83,1,100,3.51,"Alpha","api","baja","success"
41.09,11.36,88,NA,100,3.03,"Alpha","ui","media","rolled_back"
81.55,7.41,93,4,50.3,2.72,"Beta","ui","media","failed"
43.48,15.54,98,5,74,6.09,"Beta","auth","media","rolled_back"
27.2,16.23,72,4,81.2,1.2,"Alpha","ui","media","success"
26.84,10.37,98,3,99.9,7.06,"Gamma","ui","baja","success"
60.61,95.24,85,3,90.4,5.62,"Alpha","api","media","success"
35.93,12.05,109,3,66.2,15.77,"Beta","api","media","rolled_back"
